variant,train,val,epoch,loss
bioaware_plain,Liver,Liver,1,0.650375
bioaware_plain,Liver,Liver,2,0.563175
bioaware_plain,Liver,Liver,3,0.441975
bioaware_plain,Liver,Liver,4,0.4286
bioaware_plain,Liver,Liver,5,0.3976
bioaware_plain,Liver,Liver,6,0.38534999999999997
bioaware_plain,Liver,Liver,7,0.40240000000000004
bioaware_plain,Liver,Liver,8,0.3639
bioaware_plain,Liver,Liver,9,0.394775
bioaware_plain,Liver,Liver,10,0.343275
bioaware_plain,Liver,Liver,11,0.3676499999999999
bioaware_plain,Liver,Liver,12,0.3555
bioaware_plain,Liver,Liver,13,0.351325
bioaware_plain,Liver,Liver,14,0.36164999999999997
bioaware_plain,Liver,Liver,15,0.36485
bioaware_plain,Liver,Liver,16,0.356725
bioaware_plain,Liver,Liver,17,0.36465000000000003
bioaware_plain,Liver,Liver,18,0.329725
bioaware_plain,Liver,Liver,19,0.32432500000000003
bioaware_plain,Liver,Liver,20,0.292625
bioaware_plain,Liver,Liver,21,0.292175
bioaware_plain,Liver,Liver,22,0.31177499999999997
bioaware_plain,Liver,Liver,23,0.292125
bioaware_plain,Liver,Liver,24,0.31677500000000003
bioaware_plain,Liver,Liver,25,0.284925
bioaware_plain,Liver,Liver,26,0.29512499999999997
bioaware_plain,Liver,Liver,27,0.262175
bioaware_plain,Liver,Liver,28,0.30265
bioaware_plain,Liver,Liver,29,0.27785000000000004
bioaware_plain,Liver,Liver,30,0.2559
bioaware_plain,Liver,Liver,31,0.290175
bioaware_plain,Liver,Liver,32,0.288525
bioaware_plain,Liver,Liver,33,0.270525
bioaware_plain,Liver,Liver,34,0.26549999999999996
bioaware_plain,Liver,Liver,35,0.255525
bioaware_plain,Liver,Liver,36,0.25727500000000003
bioaware_plain,Liver,Liver,37,0.24935000000000002
bioaware_plain,Liver,Liver,38,0.253325
bioaware_plain,Liver,Liver,39,0.28302499999999997
bioaware_plain,Liver,Liver,40,0.250525
bioaware_plain,Liver,Liver,41,0.25705
bioaware_plain,Liver,Liver,42,0.22565
bioaware_plain,Liver,Liver,43,0.228325
bioaware_plain,Liver,Liver,44,0.23767499999999997
bioaware_plain,Liver,Liver,45,0.2711
bioaware_plain,Liver,Liver,46,0.22367499999999998
bioaware_plain,Liver,Liver,47,0.239
bioaware_plain,Liver,Liver,48,0.234275
bioaware_plain,Liver,Liver,49,0.26315
bioaware_plain,Liver,Liver,50,0.23542499999999997
bioaware_plain,Liver,Liver,51,0.23405
bioaware_plain,Liver,Liver,52,0.21952500000000003
bioaware_plain,Liver,Liver,53,0.22172499999999998
bioaware_plain,Liver,Liver,54,0.23537499999999997
bioaware_plain,Liver,Liver,55,0.223
bioaware_plain,Liver,Liver,56,0.22715
bioaware_plain,Liver,Liver,57,0.239975
bioaware_plain,Liver,Liver,58,0.249825
bioaware_plain,Liver,Liver,59,0.20997500000000002
bioaware_plain,Liver,Liver,60,0.222375
bioaware_plain,Liver,Liver,61,0.233025
bioaware_plain,Liver,Liver,62,0.237075
bioaware_plain,Liver,Liver,63,0.229525
bioaware_plain,Liver,Liver,64,0.21309999999999998
bioaware_plain,Liver,Liver,65,0.234025
bioaware_plain,Liver,Liver,66,0.211075
bioaware_plain,Liver,Liver,67,0.19155
bioaware_plain,Liver,Liver,68,0.20255
bioaware_plain,Liver,Liver,69,0.18564999999999998
bioaware_plain,Liver,Liver,70,0.20035
bioaware_plain,Liver,Liver,71,0.22390000000000002
bioaware_plain,Liver,Liver,72,0.1867
bioaware_plain,Liver,Liver,73,0.19575
bioaware_plain,Liver,Liver,74,0.2172
bioaware_plain,Liver,Liver,75,0.21949999999999997
bioaware_plain,Liver,Liver,76,0.18787500000000001
bioaware_plain,Liver,Liver,77,0.19322499999999998
bioaware_plain,Liver,Liver,78,0.192375
bioaware_plain,Liver,Liver,79,0.24022500000000002
bioaware_plain,Liver,Liver,80,0.1974
bioaware_plain,Liver,Liver,81,0.19315
bioaware_plain,Liver,Liver,82,0.195775
bioaware_plain,Liver,Liver,83,0.23115
bioaware_plain,Liver,Liver,84,0.1907
bioaware_plain,Liver,Liver,85,0.184025
bioaware_plain,Liver,Liver,86,0.20865
bioaware_plain,Liver,Liver,87,0.208775
bioaware_plain,Liver,Liver,88,0.1761
bioaware_plain,Liver,Liver,89,0.19544999999999998
bioaware_plain,Liver,Liver,90,0.210975
bioaware_plain,Liver,Liver,91,0.18855
bioaware_plain,Liver,Liver,92,0.1995
bioaware_plain,Liver,Liver,93,0.165325
bioaware_plain,Liver,Liver,94,0.18885
bioaware_plain,Liver,Liver,95,0.181925
bioaware_plain,Liver,Liver,96,0.191825
bioaware_plain,Liver,Liver,97,0.178375
bioaware_plain,Liver,Liver,98,0.16157500000000002
bioaware_plain,Liver,Liver,99,0.200875
bioaware_plain,Liver,Liver,100,0.16895
bioaware_plain,Liver,Liver,101,0.152
bioaware_plain,Liver,Liver,102,0.16687500000000002
bioaware_plain,Liver,Liver,103,0.178625
bioaware_plain,Liver,Liver,104,0.1841
bioaware_plain,Liver,Liver,105,0.18277500000000002
bioaware_plain,Liver,Liver,106,0.19974999999999998
bioaware_plain,Liver,Liver,107,0.171
bioaware_plain,Liver,Liver,108,0.17015000000000002
bioaware_plain,Liver,Liver,109,0.18785000000000002
bioaware_plain,Liver,Liver,110,0.16385
bioaware_plain,Liver,Liver,111,0.162025
bioaware_plain,Liver,Liver,112,0.1722
bioaware_plain,Liver,Liver,113,0.167125
bioaware_plain,Liver,Liver,114,0.18795
bioaware_plain,Liver,Liver,115,0.146425
bioaware_plain,Liver,Liver,116,0.191925
bioaware_plain,Liver,Liver,117,0.18450000000000003
bioaware_plain,Liver,Liver,118,0.14182499999999998
bioaware_plain,Liver,Liver,119,0.180625
bioaware_plain,Liver,Liver,120,0.187075
bioaware_plain,Liver,Liver,121,0.16317500000000001
bioaware_plain,Liver,Liver,122,0.14435
bioaware_plain,Liver,Liver,123,0.14402500000000001
bioaware_plain,Liver,Liver,124,0.18882500000000002
bioaware_plain,Liver,Liver,125,0.16685
bioaware_plain,Liver,Liver,126,0.152825
bioaware_plain,Liver,Liver,127,0.1932
bioaware_plain,Liver,Liver,128,0.179325
bioaware_plain,Liver,Liver,129,0.146575
bioaware_plain,Liver,Liver,130,0.1575
bioaware_plain,Liver,Liver,131,0.1434
bioaware_plain,Liver,Liver,132,0.1538
bioaware_plain,Liver,Liver,133,0.13045
bioaware_plain,Liver,Liver,134,0.14500000000000002
bioaware_plain,Liver,Liver,135,0.171625
bioaware_plain,Liver,Liver,136,0.17355
bioaware_plain,Liver,Liver,137,0.171925
bioaware_plain,Liver,Liver,138,0.134725
bioaware_plain,Liver,Liver,139,0.16535
bioaware_plain,Liver,Liver,140,0.19125
bioaware_plain,Liver,Liver,141,0.16402500000000003
bioaware_plain,Liver,Liver,142,0.1682
bioaware_plain,Liver,Liver,143,0.149875
bioaware_plain,Liver,Liver,144,0.1594
bioaware_plain,Liver,Liver,145,0.15159999999999998
bioaware_plain,Liver,Liver,146,0.152225
bioaware_plain,Liver,Liver,147,0.16845000000000002
bioaware_plain,Liver,Liver,148,0.159875
bioaware_plain,Liver,Liver,149,0.15925
bioaware_plain,Liver,Liver,150,0.14459999999999998
bioaware_plain,Liver,Liver,151,0.1507
bioaware_plain,Liver,Liver,152,0.1762
bioaware_plain,Liver,Liver,153,0.141725
bioaware_plain,Liver,Liver,154,0.1377
bioaware_plain,Liver,Liver,155,0.150025
bioaware_plain,Liver,Liver,156,0.149875
bioaware_plain,Liver,Liver,157,0.151925
bioaware_plain,Liver,Liver,158,0.157975
bioaware_plain,Liver,Liver,159,0.14645000000000002
bioaware_plain,Liver,Liver,160,0.15095
bioaware_plain,Liver,Liver,161,0.180625
bioaware_plain,Liver,Liver,162,0.14175000000000001
bioaware_plain,Liver,Liver,163,0.13597499999999998
bioaware_plain,Liver,Liver,164,0.14535
bioaware_plain,Liver,Liver,165,0.1459
bioaware_plain,Liver,Liver,166,0.15607500000000002
bioaware_plain,Liver,Liver,167,0.12815
bioaware_plain,Liver,Liver,168,0.1923
bioaware_plain,Liver,Liver,169,0.14882499999999999
bioaware_plain,Liver,Liver,170,0.14602500000000002
bioaware_plain,Liver,Liver,171,0.1544
bioaware_plain,Liver,Liver,172,0.1311
bioaware_plain,Liver,Liver,173,0.1522
bioaware_plain,Liver,Liver,174,0.139925
bioaware_plain,Liver,Liver,175,0.136625
bioaware_plain,Liver,Liver,176,0.16002499999999997
bioaware_plain,Liver,Liver,177,0.14345000000000002
bioaware_plain,Liver,Liver,178,0.133675
bioaware_plain,Liver,Liver,179,0.146675
bioaware_plain,Liver,Liver,180,0.134375
bioaware_plain,Liver,Liver,181,0.11875
bioaware_plain,Liver,Liver,182,0.138525
bioaware_plain,Liver,Liver,183,0.174425
bioaware_plain,Liver,Liver,184,0.135825
bioaware_plain,Liver,Liver,185,0.12755
bioaware_plain,Liver,Liver,186,0.14950000000000002
bioaware_plain,Liver,Liver,187,0.160225
bioaware_plain,Liver,Liver,188,0.152175
bioaware_plain,Liver,Liver,189,0.1281
bioaware_plain,Liver,Liver,190,0.168025
bioaware_plain,Liver,Liver,191,0.133225
bioaware_plain,Liver,Liver,192,0.104025
bioaware_plain,Liver,Liver,193,0.1715
bioaware_plain,Liver,Liver,194,0.126125
bioaware_plain,Liver,Liver,195,0.11814999999999999
bioaware_plain,Liver,Liver,196,0.131975
bioaware_plain,Liver,Liver,197,0.1338
bioaware_plain,Liver,Liver,198,0.10875
bioaware_plain,Liver,Liver,199,0.11624999999999999
bioaware_plain,Liver,Liver,200,0.12587500000000001
bioaware_plain,Liver,Liver,201,0.1454
bioaware_plain,Liver,Liver,202,0.10805000000000001
bioaware_plain,Liver,Liver,203,0.126125
bioaware_plain,Liver,Liver,204,0.14105
bioaware_plain,Liver,Liver,205,0.16715000000000002
bioaware_plain,Liver,Liver,206,0.12455
bioaware_plain,Liver,Liver,207,0.148925
bioaware_plain,Liver,Liver,208,0.1506
bioaware_plain,Liver,Liver,209,0.1423
bioaware_plain,Liver,Liver,210,0.14245
bioaware_plain,Liver,Liver,211,0.145875
bioaware_plain,Liver,Liver,212,0.1429
bioaware_plain,Liver,Liver,213,0.153975
bioaware_plain,Liver,Liver,214,0.1325
bioaware_plain,Liver,Liver,215,0.12587500000000001
bioaware_plain,Liver,Liver,216,0.1315
bioaware_plain,Liver,Liver,217,0.13695000000000002
bioaware_plain,Liver,Liver,218,0.13465000000000002
bioaware_plain,Liver,Liver,219,0.11255000000000001
bioaware_plain,Liver,Liver,220,0.13125
bioaware_plain,Liver,Liver,221,0.1256
bioaware_plain,Liver,Liver,222,0.1308
bioaware_plain,Liver,Liver,223,0.12495
bioaware_plain,Liver,Liver,224,0.108725
bioaware_plain,Liver,Liver,225,0.129125
bioaware_plain,Liver,Liver,226,0.120475
bioaware_plain,Liver,Liver,227,0.138975
bioaware_plain,Liver,Liver,228,0.13037500000000002
bioaware_plain,Liver,Liver,229,0.1375
bioaware_plain,Liver,Liver,230,0.124725
bioaware_plain,Liver,Liver,231,0.163975
bioaware_plain,Liver,Liver,232,0.115175
bioaware_plain,Liver,Liver,233,0.13982499999999998
bioaware_plain,Liver,Liver,234,0.1449
bioaware_plain,Liver,Liver,235,0.137875
bioaware_plain,Liver,Liver,236,0.125375
bioaware_plain,Liver,Liver,237,0.155175
bioaware_plain,Liver,Liver,238,0.140575
bioaware_plain,Liver,Liver,239,0.13635
bioaware_plain,Liver,Liver,240,0.12110000000000001
bioaware_plain,Liver,Liver,241,0.11625
bioaware_plain,Liver,Liver,242,0.1482
bioaware_plain,Liver,Liver,243,0.10785
bioaware_plain,Liver,Liver,244,0.132775
bioaware_plain,Liver,Liver,245,0.103125
bioaware_plain,Liver,Liver,246,0.1247
bioaware_plain,Liver,Liver,247,0.124475
bioaware_plain,Liver,Liver,248,0.132575
bioaware_plain,Liver,Liver,249,0.126425
bioaware_plain,Liver,Liver,250,0.11122499999999999
bioaware_plain,Liver,Liver,251,0.1539
bioaware_plain,Liver,Liver,252,0.14294999999999997
bioaware_plain,Liver,Liver,253,0.137625
bioaware_plain,Liver,Liver,254,0.13745000000000002
bioaware_plain,Liver,Liver,255,0.11699999999999999
bioaware_plain,Liver,Liver,256,0.11045
bioaware_plain,Liver,Liver,257,0.1315
bioaware_plain,Liver,Liver,258,0.13622499999999998
bioaware_plain,Liver,Liver,259,0.135875
bioaware_plain,Liver,Liver,260,0.11765
bioaware_plain,Liver,Liver,261,0.115175
bioaware_plain,Liver,Liver,262,0.12362499999999998
bioaware_plain,Liver,Liver,263,0.11309999999999998
bioaware_plain,Liver,Liver,264,0.13017499999999999
bioaware_plain,Liver,Liver,265,0.1293
bioaware_plain,Liver,Liver,266,0.11689999999999999
bioaware_plain,Liver,Liver,267,0.11177499999999999
bioaware_plain,Liver,Liver,268,0.123425
bioaware_plain,Liver,Liver,269,0.12107499999999999
bioaware_plain,Liver,Liver,270,0.135375
bioaware_plain,Liver,Liver,271,0.14515
bioaware_plain,Liver,Liver,272,0.11199999999999999
bioaware_plain,Liver,Liver,273,0.13529999999999998
bioaware_plain,Liver,Liver,274,0.124025
bioaware_plain,Liver,Liver,275,0.121725
bioaware_plain,Liver,Liver,276,0.137475
bioaware_plain,Liver,Liver,277,0.12667499999999998
bioaware_plain,Liver,Liver,278,0.129925
bioaware_plain,Liver,Liver,279,0.12037500000000001
bioaware_plain,Liver,Liver,280,0.09345
bioaware_plain,Liver,Liver,281,0.147675
bioaware_plain,Liver,Liver,282,0.11875
bioaware_plain,Liver,Liver,283,0.11674999999999999
bioaware_plain,Liver,Liver,284,0.111025
bioaware_plain,Liver,Liver,285,0.124
bioaware_plain,Liver,Liver,286,0.12455
bioaware_plain,Liver,Liver,287,0.13605
bioaware_plain,Liver,Liver,288,0.11862500000000001
bioaware_plain,Liver,Liver,289,0.107
bioaware_plain,Liver,Liver,290,0.109075
bioaware_plain,Liver,Liver,291,0.12190000000000001
bioaware_plain,Liver,Liver,292,0.1308
bioaware_plain,Liver,Liver,293,0.14900000000000002
bioaware_plain,Liver,Liver,294,0.11299999999999999
bioaware_plain,Liver,Liver,295,0.128475
bioaware_plain,Liver,Liver,296,0.15055000000000002
bioaware_plain,Liver,Liver,297,0.11665
bioaware_plain,Liver,Liver,298,0.12375
bioaware_plain,Liver,Liver,299,0.1189
bioaware_plain,Liver,Liver,300,0.11672500000000001
bioaware_plain,Liver,Liver,301,0.135975
bioaware_plain,Liver,Liver,302,0.1369
bioaware_plain,Liver,Liver,303,0.10255
bioaware_plain,Liver,Liver,304,0.10540000000000001
bioaware_plain,Liver,Liver,305,0.1128
bioaware_plain,Liver,Liver,306,0.13995
bioaware_plain,Liver,Liver,307,0.13224999999999998
bioaware_plain,Liver,Liver,308,0.092625
bioaware_plain,Liver,Liver,309,0.101375
bioaware_plain,Liver,Liver,310,0.126
bioaware_plain,Liver,Liver,311,0.15505
bioaware_plain,Liver,Liver,312,0.13215
bioaware_plain,Liver,Liver,313,0.10999999999999999
bioaware_plain,Liver,Liver,314,0.11285
bioaware_plain,Liver,Liver,315,0.13542500000000002
bioaware_plain,Liver,Liver,316,0.10554999999999999
bioaware_plain,Liver,Liver,317,0.10567499999999999
bioaware_plain,Liver,Liver,318,0.10324999999999998
bioaware_plain,Liver,Liver,319,0.124725
bioaware_plain,Liver,Liver,320,0.123225
bioaware_plain,Liver,Liver,321,0.122375
bioaware_plain,Liver,Liver,322,0.087325
bioaware_plain,Liver,Liver,323,0.114375
bioaware_plain,Liver,Liver,324,0.12890000000000001
bioaware_plain,Liver,Liver,325,0.096025
bioaware_plain,Liver,Liver,326,0.10152499999999999
bioaware_plain,Liver,Liver,327,0.12767499999999998
bioaware_plain,Liver,Liver,328,0.116275
bioaware_plain,Liver,Liver,329,0.1114
bioaware_plain,Liver,Liver,330,0.14445
bioaware_plain,Liver,Liver,331,0.111775
bioaware_plain,Liver,Liver,332,0.132875
bioaware_plain,Liver,Liver,333,0.14327499999999999
bioaware_plain,Liver,Liver,334,0.1054
bioaware_plain,Liver,Liver,335,0.154075
bioaware_plain,Liver,Liver,336,0.1016
bioaware_plain,Liver,Liver,337,0.12525
bioaware_plain,Liver,Liver,338,0.090725
bioaware_plain,Liver,Liver,339,0.1332
bioaware_plain,Liver,Liver,340,0.104125
bioaware_plain,Liver,Liver,341,0.105075
bioaware_plain,Liver,Liver,342,0.108075
bioaware_plain,Liver,Liver,343,0.1058
bioaware_plain,Liver,Liver,344,0.12477499999999998
bioaware_plain,Liver,Liver,345,0.11632500000000001
bioaware_plain,Liver,Liver,346,0.1143
bioaware_plain,Liver,Liver,347,0.117875
bioaware_plain,Liver,Liver,348,0.0923
bioaware_plain,Liver,Liver,349,0.1355
bioaware_plain,Liver,Liver,350,0.09722499999999999
bioaware_plain,Liver,Liver,351,0.122475
bioaware_plain,Liver,Liver,352,0.10515000000000001
bioaware_plain,Liver,Liver,353,0.126725
bioaware_plain,Liver,Liver,354,0.099075
bioaware_plain,Liver,Liver,355,0.091125
bioaware_plain,Liver,Liver,356,0.12462500000000001
bioaware_plain,Liver,Liver,357,0.11995
bioaware_plain,Liver,Liver,358,0.1183
bioaware_plain,Liver,Liver,359,0.10872499999999999
bioaware_plain,Liver,Liver,360,0.125525
bioaware_plain,Liver,Liver,361,0.122325
bioaware_plain,Liver,Liver,362,0.116825
bioaware_plain,Liver,Liver,363,0.11277499999999999
bioaware_plain,Liver,Liver,364,0.11579999999999999
bioaware_plain,Liver,Liver,365,0.1122
bioaware_plain,Liver,Liver,366,0.08610000000000001
bioaware_plain,Liver,Liver,367,0.084425
bioaware_plain,Liver,Liver,368,0.11482500000000001
bioaware_plain,Liver,Liver,369,0.139325
bioaware_plain,Liver,Liver,370,0.1069
bioaware_plain,Liver,Liver,371,0.10769999999999999
bioaware_plain,Liver,Liver,372,0.10617499999999999
bioaware_plain,Liver,Liver,373,0.115775
bioaware_plain,Liver,Liver,374,0.10575
bioaware_plain,Liver,Liver,375,0.09222499999999999
bioaware_plain,Liver,Liver,376,0.0754
bioaware_plain,Liver,Liver,377,0.118575
bioaware_plain,Liver,Liver,378,0.131975
bioaware_plain,Liver,Liver,379,0.11335
bioaware_plain,Liver,Liver,380,0.11934999999999998
bioaware_plain,Liver,Liver,381,0.11072499999999999
bioaware_plain,Liver,Liver,382,0.09382499999999999
bioaware_plain,Liver,Liver,383,0.118675
bioaware_plain,Liver,Liver,384,0.098675
bioaware_plain,Liver,Liver,385,0.1243
bioaware_plain,Liver,Liver,386,0.10785
bioaware_plain,Liver,Liver,387,0.11615
bioaware_plain,Liver,Liver,388,0.09194999999999999
bioaware_plain,Liver,Liver,389,0.10859999999999999
bioaware_plain,Liver,Liver,390,0.118975
bioaware_plain,Liver,Liver,391,0.09845
bioaware_plain,Liver,Liver,392,0.110675
bioaware_plain,Liver,Liver,393,0.10172500000000001
bioaware_plain,Liver,Liver,394,0.104475
bioaware_plain,Liver,Liver,395,0.0881
bioaware_plain,Liver,Liver,396,0.10692499999999999
bioaware_plain,Liver,Liver,397,0.087025
